,Data,Time
0,0.06665500643115205,2018-05-20 14:57:43.193024
1,0.9476038341125684,2018-05-20 14:57:43.293480
2,0.7941467239999853,2018-05-20 14:57:43.394056
3,1.8117292735914639,2018-05-20 14:57:43.494595
4,2.80974216029088,2018-05-20 14:57:43.621626
5,1.465363158113442,2018-05-20 14:57:43.722609
6,2.555948551303586,2018-05-20 14:57:43.822982
7,3.211510290714635,2018-05-20 14:57:43.923319
8,2.5135378807114517,2018-05-20 14:57:44.023595
9,0.9697875684974764,2018-05-20 14:57:44.129696
10,4.163377933811772,2018-05-20 14:57:44.227323
11,3.446597752438001,2018-05-20 14:57:44.334538
12,1.9826925891938962,2018-05-20 14:57:44.434356
13,3.1638056351517605,2018-05-20 14:57:44.534642
14,3.4643518855835094,2018-05-20 14:57:44.636938
15,4.270099697563737,2018-05-20 14:57:44.737079
16,2.9177161634015287,2018-05-20 14:57:44.837373
17,3.4914814471786837,2018-05-20 14:57:44.937656
18,3.081553193078146,2018-05-20 14:57:45.038053
19,2.783072256797026,2018-05-20 14:57:45.140339
20,3.459515764548037,2018-05-20 14:57:45.240320
21,2.6966247085298205,2018-05-20 14:57:45.340596
22,3.7361713666915914,2018-05-20 14:57:45.440898
23,0.7603133755035503,2018-05-20 14:57:45.541112
24,1.9438257344925445,2018-05-20 14:57:45.644641
25,0.4988299219901865,2018-05-20 14:57:45.746134
26,0.7546900362289293,2018-05-20 14:57:45.847095
27,0.7291435543670095,2018-05-20 14:57:45.947506
28,-1.1679675430472782,2018-05-20 14:57:46.047882
29,0.5660620506782261,2018-05-20 14:57:46.148645
30,-0.11954055538329372,2018-05-20 14:57:46.248863
31,0.17675580279670788,2018-05-20 14:57:46.349340
32,-1.6591382957278729,2018-05-20 14:57:46.449633
33,-0.7082019458514791,2018-05-20 14:57:46.549907
34,-2.1828980806101934,2018-05-20 14:57:46.650882
35,-2.6332882988884205,2018-05-20 14:57:46.750990
36,-3.16923965098116,2018-05-20 14:57:46.851411
37,0.9431078750712047,2018-05-20 14:57:46.951887
38,0.17327818961717512,2018-05-20 14:57:47.052474
39,-3.29342911951007,2018-05-20 14:57:47.153217
40,-3.053439438825172,2018-05-20 14:57:47.254272
41,-4.10071364138181,2018-05-20 14:57:47.355622
42,-2.0311641613736717,2018-05-20 14:57:47.460929
43,-3.481721560595947,2018-05-20 14:57:47.562900
44,-2.0989409558663,2018-05-20 14:57:47.663555
45,-4.666521990731114,2018-05-20 14:57:47.765393
