,Data,Time
0,3.9841207882571212,2018-05-20 16:19:20.923852
1,4.234843709456164,2018-05-20 16:19:21.024311
2,4.4739058475231115,2018-05-20 16:19:21.124832
3,4.822563502677359,2018-05-20 16:19:21.225349
4,4.476889288718809,2018-05-20 16:19:21.332730
5,4.167529148499685,2018-05-20 16:19:21.435532
6,4.797575021735678,2018-05-20 16:19:21.535308
7,4.898923343966579,2018-05-20 16:19:21.635531
8,4.6688177420325925,2018-05-20 16:19:21.735798
9,4.295178704553832,2018-05-20 16:19:21.838143
10,5.378324389056857,2018-05-20 16:19:21.940307
11,4.181115218637017,2018-05-20 16:19:22.042300
12,4.728959928909216,2018-05-20 16:19:22.146044
13,4.950860622723983,2018-05-20 16:19:22.248387
14,4.55244570125111,2018-05-20 16:19:22.351616
15,5.3027749490956255,2018-05-20 16:19:22.451345
16,4.84100399435614,2018-05-20 16:19:22.551768
17,5.381798129980545,2018-05-20 16:19:22.652242
18,4.764908610606108,2018-05-20 16:19:22.752689
19,5.203282080577196,2018-05-20 16:19:22.855182
20,4.5707435659496145,2018-05-20 16:19:22.954075
21,5.293345315143716,2018-05-20 16:19:23.054329
22,4.66637176012733,2018-05-20 16:19:23.154594
23,4.87060661827796,2018-05-20 16:19:23.255072
24,3.601263710422938,2018-05-20 16:19:23.355919
25,4.537149299345579,2018-05-20 16:19:23.456233
26,4.468084196775376,2018-05-20 16:19:23.556550
27,4.636650866108957,2018-05-20 16:19:23.656969
28,4.272245330507541,2018-05-20 16:19:23.757252
29,3.7307901704281843,2018-05-20 16:19:23.857627
30,3.484490497195367,2018-05-20 16:19:23.957897
31,4.311262167316985,2018-05-20 16:19:24.067259
32,4.165893903561834,2018-05-20 16:19:24.167773
33,3.651291870958829,2018-05-20 16:19:24.268111
34,3.4813432599047673,2018-05-20 16:19:24.372810
35,3.734581743364491,2018-05-20 16:19:24.473730
36,2.8880480623446214,2018-05-20 16:19:24.576016
37,2.8387378915742816,2018-05-20 16:19:24.676275
38,2.4753300642151497,2018-05-20 16:19:24.776671
39,3.481512595783818,2018-05-20 16:19:24.878010
40,2.7879422366515696,2018-05-20 16:19:24.979293
41,2.9980501624189775,2018-05-20 16:19:25.079763
42,3.215318140797394,2018-05-20 16:19:25.179946
43,3.1113374959564695,2018-05-20 16:19:25.280191
44,2.919142503340132,2018-05-20 16:19:25.380488
45,2.799620746890252,2018-05-20 16:19:25.480836
46,3.482930364329074,2018-05-20 16:19:25.581129
47,3.2619880298338044,2018-05-20 16:19:25.681401
48,2.8539881598111454,2018-05-20 16:19:25.781641
49,3.015727554278885,2018-05-20 16:19:25.883171
50,3.029974245360713,2018-05-20 16:19:25.983513
51,3.6467211035592184,2018-05-20 16:19:26.083734
52,2.9075775142881146,2018-05-20 16:19:26.183981
53,3.4795304353069625,2018-05-20 16:19:26.284233
54,3.454171767259394,2018-05-20 16:19:26.386728
55,4.0345667847977875,2018-05-20 16:19:26.487231
56,3.907394840928834,2018-05-20 16:19:26.587434
57,4.162171806440005,2018-05-20 16:19:26.687701
58,4.204972343463052,2018-05-20 16:19:26.787943
59,3.6630657452536926,2018-05-20 16:19:26.888462
60,3.8509361155177033,2018-05-20 16:19:26.989254
61,4.2473837547008735,2018-05-20 16:19:27.090549
62,4.340952191683732,2018-05-20 16:19:27.191128
63,4.445535806266093,2018-05-20 16:19:27.293996
64,4.579839531146788,2018-05-20 16:19:27.394295
65,3.4822869775156287,2018-05-20 16:19:27.494743
66,4.850602599950988,2018-05-20 16:19:28.376424
67,4.815156218797435,2018-05-20 16:19:28.476864
68,5.092854930387525,2018-05-20 16:19:28.577187
69,4.864964102871754,2018-05-20 16:19:28.677449
70,4.5487072989215465,2018-05-20 16:19:28.785826
71,5.446946774001787,2018-05-20 16:19:28.886984
72,4.990985715461518,2018-05-20 16:19:28.987200
73,5.533152239897579,2018-05-20 16:19:29.087449
74,5.209066280410833,2018-05-20 16:19:29.187692
75,5.24953613474801,2018-05-20 16:19:29.295093
76,5.384776529653799,2018-05-20 16:19:29.395239
77,5.25324057974343,2018-05-20 16:19:29.495627
78,4.69965979648925,2018-05-20 16:19:29.596080
79,5.162944628352973,2018-05-20 16:19:29.696448
80,4.258971169196331,2018-05-20 16:19:29.798865
81,4.797808303513133,2018-05-20 16:19:29.899265
82,4.233211021102868,2018-05-20 16:19:29.999657
83,4.4337179000181335,2018-05-20 16:19:30.100002
84,4.510996268459477,2018-05-20 16:19:30.200372
85,4.716553879754554,2018-05-20 16:19:30.302533
86,4.036947790723911,2018-05-20 16:19:30.402879
87,4.3566233736793745,2018-05-20 16:19:30.503189
88,4.001366331496645,2018-05-20 16:19:30.608464
89,4.114138931195785,2018-05-20 16:19:30.706673
90,4.036777337710661,2018-05-20 16:19:30.807721
91,4.104672244871301,2018-05-20 16:19:30.908674
92,3.699707252780801,2018-05-20 16:19:31.009282
93,3.1071187897450345,2018-05-20 16:19:31.112040
94,4.143629647843953,2018-05-20 16:19:31.212402
95,3.1893477613381482,2018-05-20 16:19:31.312919
96,2.860585162359025,2018-05-20 16:19:31.416336
97,2.9599937826493314,2018-05-20 16:19:31.516983
98,3.156689620504381,2018-05-20 16:19:31.619628
99,3.2473412211470114,2018-05-20 16:19:31.721323
100,3.278388246141862,2018-05-20 16:19:31.823381
101,3.1206619341530395,2018-05-20 16:19:31.924095
