,Data,Time
0,1.3291767685456923,2018-05-20 14:55:27.182088
1,1.6415527257005775,2018-05-20 14:55:27.282739
2,1.8481172625664344,2018-05-20 14:55:27.383391
3,2.7891058309762125,2018-05-20 14:55:27.484076
4,2.883936446895551,2018-05-20 14:55:27.607994
5,-0.2573683895847736,2018-05-20 14:55:27.703530
6,2.0287437973944433,2018-05-20 14:55:27.803733
7,2.6336266215541664,2018-05-20 14:55:27.904074
8,0.9561253784138557,2018-05-20 14:55:28.004492
9,2.2538193554037633,2018-05-20 14:55:28.109723
10,2.520395179079277,2018-05-20 14:55:28.208648
11,3.8015674455382413,2018-05-20 14:55:28.308958
12,4.208184974707976,2018-05-20 14:55:28.409366
13,1.872039484495551,2018-05-20 14:55:28.509768
14,3.33174078825073,2018-05-20 14:55:28.613010
15,4.28605062310481,2018-05-20 14:55:28.712774
16,3.617111814666967,2018-05-20 14:55:28.814192
17,2.810269259751365,2018-05-20 14:55:28.915344
18,2.4219097733828816,2018-05-20 14:55:29.015355
19,3.568645341198397,2018-05-20 14:55:29.116359
20,1.9083972166318612,2018-05-20 14:55:29.216653
21,1.019442687797446,2018-05-20 14:55:29.316949
22,3.817866165978918,2018-05-20 14:55:29.420092
23,-0.00912834420319153,2018-05-20 14:55:29.522076
24,3.143526438151535,2018-05-20 14:55:29.624074
25,1.971183798856726,2018-05-20 14:55:29.723949
26,0.220792167642622,2018-05-20 14:55:29.824305
27,1.6203767118180985,2018-05-20 14:55:29.924789
28,1.1356689547898253,2018-05-20 14:55:30.025223
29,-0.487280777446791,2018-05-20 14:55:30.125962
30,-0.9715885036996187,2018-05-20 14:55:30.226118
31,-3.1593534505888528,2018-05-20 14:55:30.326420
32,-2.2999708518466573,2018-05-20 14:55:30.426723
33,-1.1531507122531506,2018-05-20 14:55:30.527032
34,0.4165708107500241,2018-05-20 14:55:30.628473
35,-1.93175711184451,2018-05-20 14:55:30.728631
36,-2.6102155169218326,2018-05-20 14:55:30.829006
37,-1.4696939833847347,2018-05-20 14:55:30.929502
38,-2.9134866645823148,2018-05-20 14:55:31.029917
39,-3.3618633426991673,2018-05-20 14:55:31.130342
40,-2.387955654953788,2018-05-20 14:55:31.231724
41,-2.0126948322700664,2018-05-20 14:55:31.331986
42,-2.4865230823527544,2018-05-20 14:55:31.432283
43,-2.079536185572953,2018-05-20 14:55:31.532589
44,-4.047794463557466,2018-05-20 14:55:31.641139
45,-4.908683487877363,2018-05-20 14:55:31.738562
46,-2.7127275156805317,2018-05-20 14:55:31.838836
47,-1.326746309439062,2018-05-20 14:55:31.939320
48,-2.244428133799594,2018-05-20 14:55:32.039665
49,-2.2496279178737875,2018-05-20 14:55:32.140969
50,-3.761627879156335,2018-05-20 14:55:32.241124
51,-2.3072679584346507,2018-05-20 14:55:32.341413
52,-2.514507761329318,2018-05-20 14:55:32.441800
53,-1.2861346791920494,2018-05-20 14:55:32.542370
54,0.9485379178133919,2018-05-20 14:55:32.644934
55,-1.103769461776576,2018-05-20 14:55:32.745247
56,-1.6480686998347338,2018-05-20 14:55:32.845589
57,-0.49937168166785195,2018-05-20 14:55:32.945920
58,1.2095405167864013,2018-05-20 14:55:33.046275
59,1.914453702544553,2018-05-20 14:55:33.147930
60,-0.0609935796247853,2018-05-20 14:55:33.252246
61,0.04066279190287336,2018-05-20 14:55:33.352959
62,2.2287109331337596,2018-05-20 14:55:33.453223
63,0.6502746129254777,2018-05-20 14:55:33.560200
64,1.3691808895201192,2018-05-20 14:55:33.659079
