,Data,Time
0,-0.6500058375188235,2018-05-20 12:32:40.510398
1,0.7976758255679045,2018-05-20 12:32:41.611054
2,0.031160021234421853,2018-05-20 12:32:42.711277
3,0.2891815764769733,2018-05-20 12:32:43.812024
4,-0.8188268135323213,2018-05-20 12:32:44.913607
5,1.2494575000498882,2018-05-20 12:32:46.013480
6,1.3023826761768713,2018-05-20 12:32:47.114835
7,3.1547473255894287,2018-05-20 12:32:48.215218
8,3.0826415255964164,2018-05-20 12:32:49.315969
9,3.5494125147753675,2018-05-20 12:32:50.416105
10,1.7260338372081219,2018-05-20 12:32:51.516429
11,4.11519606253546,2018-05-20 12:32:52.620924
