,Data,Time
0,4.1519119073083175,2018-05-20 16:21:16.562202
1,4.4607746690848,2018-05-20 16:21:16.662759
2,4.757623318754035,2018-05-20 16:21:16.763117
3,5.037618274221322,2018-05-20 16:21:16.863685
4,4.5729829109796665,2018-05-20 16:21:16.973371
5,4.331867737513122,2018-05-20 16:21:17.077008
6,4.632966759280064,2018-05-20 16:21:17.176303
7,4.953084060949928,2018-05-20 16:21:17.276503
8,4.774643855247901,2018-05-20 16:21:17.376866
9,4.397952414239877,2018-05-20 16:21:17.478697
10,5.089574910089584,2018-05-20 16:21:17.578244
11,5.465779080491892,2018-05-20 16:21:17.678483
12,5.069125376154394,2018-05-20 16:21:17.778746
13,5.233681235648834,2018-05-20 16:21:17.879165
14,5.26023740073262,2018-05-20 16:21:17.980832
15,4.641873249119972,2018-05-20 16:21:18.081193
16,5.5063482118758165,2018-05-20 16:21:18.181623
17,4.84385714406521,2018-05-20 16:21:18.281856
18,5.191216338997639,2018-05-20 16:21:18.382341
19,4.961086115443508,2018-05-20 16:21:18.484224
20,4.47815696152048,2018-05-20 16:21:18.584591
21,5.234604554560313,2018-05-20 16:21:18.684792
22,4.784081751179575,2018-05-20 16:21:18.785139
23,4.710707841070879,2018-05-20 16:21:18.885497
24,4.086144978949384,2018-05-20 16:21:18.987755
25,3.7454003970827916,2018-05-20 16:21:19.088186
26,3.929808015584713,2018-05-20 16:21:19.188386
27,4.338674351722805,2018-05-20 16:21:19.288655
28,3.7695284523341543,2018-05-20 16:21:19.388927
29,4.0208895518759205,2018-05-20 16:21:19.490315
30,3.9955239758472443,2018-05-20 16:21:19.590624
31,4.036683030429391,2018-05-20 16:21:19.690849
32,3.7513768631967936,2018-05-20 16:21:19.791374
33,3.4538897203259893,2018-05-20 16:21:19.891983
34,3.327956636880359,2018-05-20 16:21:19.993341
35,3.367386830006841,2018-05-20 16:21:20.093969
36,3.7539472376179077,2018-05-20 16:21:20.194061
37,3.1881670972972818,2018-05-20 16:21:20.294430
38,3.4495592276795373,2018-05-20 16:21:20.395262
39,3.315338928807771,2018-05-20 16:21:20.496324
40,2.80989611985437,2018-05-20 16:21:20.596707
41,2.6848635988096996,2018-05-20 16:21:20.697115
42,2.9312478796259875,2018-05-20 16:21:20.797550
43,3.0901295346736015,2018-05-20 16:21:20.897943
44,2.7339191164178342,2018-05-20 16:21:21.002725
45,2.976566744648744,2018-05-20 16:21:21.102632
46,3.0291507965613436,2018-05-20 16:21:21.203054
47,2.198332336895203,2018-05-20 16:21:21.303425
48,3.0695195399691815,2018-05-20 16:21:21.404042
49,3.0656826166061615,2018-05-20 16:21:21.506158
50,2.7115889709932985,2018-05-20 16:21:21.606499
51,3.2257343423672036,2018-05-20 16:21:21.706691
52,3.1097937709709234,2018-05-20 16:21:21.806975
53,3.1740828134573666,2018-05-20 16:21:21.907454
54,3.845250100757306,2018-05-20 16:21:22.008761
55,3.1365894458956607,2018-05-20 16:21:22.108705
56,3.6366524262380295,2018-05-20 16:21:22.208945
57,3.748187758444342,2018-05-20 16:21:22.309161
58,3.689045519776161,2018-05-20 16:21:22.410133
59,3.6531922952118387,2018-05-20 16:21:22.511290
60,4.161174668709328,2018-05-20 16:21:22.611781
61,4.3001751328516935,2018-05-20 16:21:22.712183
62,4.359991208081647,2018-05-20 16:21:22.812536
63,4.65946755240249,2018-05-20 16:21:22.913023
64,4.777200627643064,2018-05-20 16:21:23.014005
65,4.697546796650781,2018-05-20 16:21:23.114297
66,4.499382932714482,2018-05-20 16:21:23.214458
67,4.805531532300756,2018-05-20 16:21:23.314826
68,5.0413956887985245,2018-05-20 16:21:23.415258
69,5.291310633386679,2018-05-20 16:21:23.515933
70,5.013129482382449,2018-05-20 16:21:23.616551
71,4.9096612055393996,2018-05-20 16:21:23.716879
72,4.4277972956556,2018-05-20 16:21:23.817238
73,5.002714411732513,2018-05-20 16:21:23.917819
74,5.26908800019547,2018-05-20 16:21:24.019053
75,4.937518818667503,2018-05-20 16:21:24.119538
76,4.900995541956959,2018-05-20 16:21:24.219775
77,4.618626551709347,2018-05-20 16:21:24.320197
78,4.933009012001504,2018-05-20 16:21:24.420636
79,4.842099762037872,2018-05-20 16:21:24.520958
80,4.913235311272066,2018-05-20 16:21:24.621389
81,5.219360257355637,2018-05-20 16:21:24.721806
82,4.5292600418892635,2018-05-20 16:21:24.822214
83,4.315937411107628,2018-05-20 16:21:24.922733
84,4.329620381137683,2018-05-20 16:21:25.023592
85,4.529094148863745,2018-05-20 16:21:25.123878
86,5.014509126806852,2018-05-20 16:21:25.224279
87,4.376931793868445,2018-05-20 16:21:25.324820
88,4.173482031916928,2018-05-20 16:21:25.425388
89,4.57400812389577,2018-05-20 16:21:25.527402
90,3.7839700738731765,2018-05-20 16:21:25.627796
91,3.7667035839865526,2018-05-20 16:21:25.728170
92,3.9795547657243757,2018-05-20 16:21:25.829461
93,3.2211829319240475,2018-05-20 16:21:25.929582
94,3.432304861351285,2018-05-20 16:21:26.030723
95,3.8013192616936347,2018-05-20 16:21:26.131071
96,2.864704183353446,2018-05-20 16:21:26.231493
97,3.635563143694487,2018-05-20 16:21:26.332097
98,3.0760584508818605,2018-05-20 16:21:26.432499
99,3.613864636897553,2018-05-20 16:21:26.533950
100,2.883288745702341,2018-05-20 16:21:26.634146
101,3.3187432288470236,2018-05-20 16:21:26.734315
102,2.753896928117377,2018-05-20 16:21:26.834748
103,3.070180296061592,2018-05-20 16:21:26.935123
104,3.4712968273685654,2018-05-20 16:21:27.035509
105,2.6104763235359347,2018-05-20 16:21:27.136637
106,3.521574361053977,2018-05-20 16:21:27.236993
107,2.7465035500424095,2018-05-20 16:21:27.337573
108,3.370555342475602,2018-05-20 16:21:27.437948
109,3.5254337631828747,2018-05-20 16:21:27.538165
110,3.7204720247924046,2018-05-20 16:21:27.638545
111,3.2568011621653024,2018-05-20 16:21:27.738772
112,3.1997430890970184,2018-05-20 16:21:27.839410
113,3.165574357702681,2018-05-20 16:21:27.939945
114,3.344965157721035,2018-05-20 16:21:28.040424
115,3.6620279672232883,2018-05-20 16:21:28.140976
116,4.304588679037149,2018-05-20 16:21:28.241607
117,4.126956879416359,2018-05-20 16:21:28.341886
118,3.785916762056633,2018-05-20 16:21:28.442663
119,3.705629922782243,2018-05-20 16:21:28.544209
120,4.249978461632096,2018-05-20 16:21:28.644864
121,4.3146548161353975,2018-05-20 16:21:28.745397
122,4.16212615598798,2018-05-20 16:21:28.845829
123,4.3460707708036335,2018-05-20 16:21:28.946254
124,4.3043891648976675,2018-05-20 16:21:29.046615
125,4.768764968774226,2018-05-20 16:21:29.147083
126,4.897014603908935,2018-05-20 16:21:29.247479
127,4.685316927967099,2018-05-20 16:21:29.349513
128,5.218484073759565,2018-05-20 16:21:29.452821
129,4.824798991297626,2018-05-20 16:21:29.555346
130,5.027985970352491,2018-05-20 16:21:29.655742
131,4.192181977345821,2018-05-20 16:21:29.767180
132,5.256942656142469,2018-05-20 16:21:29.869853
133,4.803362260415375,2018-05-20 16:21:29.979923
134,5.134996991236092,2018-05-20 16:21:30.082272
135,5.240653195611566,2018-05-20 16:21:30.183151
136,4.9487499576172755,2018-05-20 16:21:30.289412
137,5.049956979101681,2018-05-20 16:21:30.390252
138,4.86205794546277,2018-05-20 16:21:30.491615
139,5.204227737095917,2018-05-20 16:21:30.591737
140,4.724415648100505,2018-05-20 16:21:30.691947
141,4.738756034007426,2018-05-20 16:21:30.793599
142,4.753197282287211,2018-05-20 16:21:30.893601
143,4.709082850684598,2018-05-20 16:21:30.997433
144,4.299734740560308,2018-05-20 16:21:31.099672
145,4.180524016879252,2018-05-20 16:21:31.203548
146,4.888778622811269,2018-05-20 16:21:31.304597
